INDEX,NAME,SHIRTNAME,JAPANESE PLAYER NAME,SPACING,COMMENTARY,AGE,NATIONALITY,FOOT,WEIGHT,HEIGHT,FORM,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,INJURY TOLERANCE,GROWTH TYPE,MARKET PRICE,GK 0,SW 1,CB 2,LB 3,RB 4,DMF 5,CMF 6,LMF 7,RMF 8,AMF 9,LWF 10,RWF 11,SS 12,CF 13,POSITION,ATTACK,DEFENCE,HEADER ACCURACY,DRIBBLE ACCURACY,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,PLACE KICKING,SWERVE,BALL CONTROLL,GOAL KEEPING SKILLS,RESPONSE,EXPLOSIVE POWER,DRIBBLE SPEED,TOP SPEED,BODY BALANCE,STAMINA,KICKING POWER,JUMP,TENACITY,TEAMWORK,S01 1-TOUCH PLAY,S02 OUTSIDE CURVE,S03 LONG THROW,S04 SUPER-SUB,S05 SPEED MERCHANT,S06 LONG RANGE DRIVE,S07 SHOULDER FEINT SKILLS,S08 TURNING SKILLS,S09 ROULETTE SKILLS,S10 FLIP FLAP SKILLS,S11 FLICKING SKILLS,S12 SCISSORS SKILLS,S13 STEP ON SKILLS,S14 DEFT TOUCH SKILLS,S15 KNUCKLE SHOT,S16 JUMPING VOLLEY,S17 SCISSOR KICK,S18 HEEL FLICK,S19 WEIGHTED PASS,S20 DOUBLE TOUCH,S21 RUN AROUND,S22 SOMBRERO,S23 180 DRAG,S24 LUNGING TACKLE,S25 DIVING HEADER,S26 GK LONG THROW,P01 CLASSIC NO.10,P02 ANCHOR MAN,P03 TRICKSTER,P04 DARTING RUN,P05 MAZING RUN,P06 PINPOINT PASS,P07 EARLY CROSS,P08 BOX TO BOX,P09 INCISIVE RUN,P10 LONG RANGER,P11 ENFORCER,P12 GOAL POACHER,P13 DUMMY RUNNER,P14 FREE ROAMING,P15 TALISMAN,P16 FOX IN THE BOX,P17 OFFENSIVE SIDEBACK,P18 TRACK BACK,ATTACK AWARENESS,DEFENCE AWARENESS,SKIN COLOR,SKIN TEXTURE,FACE MODE,LINKED FACE,FACE SLOT,LINKED HAIR,HAIR SLOT,BOOTS,UNTUCKED SHIRT,TIGHT KIT,GLOVES,DRIBBLE STYLE,FREE KICK STYLE,PENALTY KICK STYLE,DROP KICK STYLE,GOAL CELEBRATION STYLE #1,GOAL CELEBRATION STYLE #2,CLUB TEAM,NUMBER,NATIONAL TEAM
44049,GARDOŞ,GARDOS,ガルドシュ,2,0,23,Romania,R,81,194,4,5,5,A,8,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,CB,63,72,72,76,75,76,73,69,60,62,60,76,50,74,71,72,75,81,79,73,68,67,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4459,25,0,0,0,1,1,1,1,0,0,,6,ROMANIA
44051,JORGAČEVIĆ,JORGACEVIC,ヨルガチェヴィッチ,2,0,30,Serbia,R,86,187,6,5,5,A,109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,76,55,54,56,57,60,57,45,45,45,52,76,84,72,50,74,82,61,75,78,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4297,18,0,0,0,1,1,1,1,0,0,CLUB BRUGGE KV,39,
44059,ORLANDO,ORLANDO,オルランド,2,0,32,Portugal,R,83,183,5,5,5,B,103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,58,76,77,67,72,70,69,67,75,78,56,72,50,74,68,72,72,85,78,84,75,81,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4387,25,0,0,0,1,1,1,1,0,0,ACADÉMICA DE COIMBRA,15,
44060,PEDRINHO,PEDRINHO,ペドリーニョ,2,0,27,Portugal,R,73,177,6,5,5,A,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RB,65,73,71,75,75,74,76,74,66,64,62,73,50,78,75,75,73,69,81,72,73,77,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4371,18,0,0,0,1,1,1,1,0,0,FC LORIENT,3,
44062,CABRAL,CABRAL,カブラウ,2,0,28,Portugal,L,74,180,5,4,4,A,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LB,66,63,62,72,66,70,73,80,62,68,67,70,50,78,77,84,86,79,82,84,82,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4258,28,0,0,0,1,1,1,1,0,0,ACADÉMICA DE COIMBRA,55,
44063,ÉDER,EDER,エデル,2,0,24,Guinea-Bissau,R,81,188,5,5,5,B,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,34,72,72,64,64,64,62,70,64,59,68,50,72,66,79,83,83,75,81,85,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,1,Default,0,131,0,4393,18,0,0,0,1,1,1,1,0,0,SC BRAGA,19,
44064,RICARDO,RICARDO,リカルド,2,0,30,Portugal,R,84,190,5,4,4,A,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,75,55,57,52,53,55,53,45,45,45,61,77,80,64,52,66,84,57,79,78,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4469,23,0,0,0,1,1,1,1,0,0,ACADÉMICA DE COIMBRA,12,
44067,NUNO COELHO,NUNO COELHO,ヌーノ コエリョ,2,0,24,Portugal,R,74,183,6,5,5,B,219,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,58,78,77,72,78,67,77,73,65,65,61,73,50,79,73,64,75,78,83,78,77,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4504,27,0,0,0,1,1,1,1,0,0,SC BEIRA-MAR,6,
44072,SISSOKO,SISSOKO,イブラヒム シソコ,2,0,20,Cote d'Ivoire,L,71,177,5,4,3,B,69,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RWF,69,38,64,86,70,67,74,73,71,76,72,80,50,75,76,83,80,70,73,76,76,66,67,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,1,Default,0,131,0,4430,18,0,0,0,1,1,1,1,0,0,PANATHINAIKOS F.C.,3,
44078,VINÍCIUS,VINICIUS,ヴィニシウス,2,0,28,Brazil,R,84,186,5,6,6,A,71,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,CMF,63,72,70,75,68,65,70,69,67,70,68,70,50,69,72,78,76,75,81,81,76,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Default,0,131,0,4372,24,0,0,0,1,1,1,1,0,0,SC BRAGA,26,
44079,BRUNO MIGUEL,BRUNO MIGUEL,ブルーノ ミゲウ,2,0,30,Portugal,R,84,188,4,5,5,A,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,52,75,73,75,73,68,75,69,62,70,59,75,50,75,67,70,70,77,76,77,77,64,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4415,26,0,0,0,1,1,1,1,0,0,GD ESTORIL PRAIA,16,
44083,MICHAEL,MIKA,ミカエウ,2,0,21,Portugal,L,90,195,3,3,3,A,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,75,55,59,55,52,64,67,45,45,45,59,77,83,66,56,68,83,59,82,78,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4510,18,0,0,0,1,1,1,4,0,0,SL BENFICA,39,
44085,DIOGO AMADO,DIOGO AMADO,ディオゴ アマド,2,0,22,Portugal,R,72,177,5,5,5,A,62,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,CMF,65,66,70,76,74,78,75,70,68,75,72,75,50,81,72,75,75,77,77,76,73,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4529,19,0,0,0,1,1,1,1,0,0,GD ESTORIL PRAIA,27,
44086,BRÍGIDO,BRIGIDO,ブリジード,2,0,21,Portugal,R,65,171,4,5,5,B,87,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,LMF,69,34,64,82,66,64,67,66,71,76,74,77,50,70,86,85,74,64,74,77,69,64,65,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4493,26,0,0,0,1,1,1,1,0,0,CS MARÍTIMO,11,
44090,ZHANG,ZHANG,チャン チェンドン,2,0,23,China,R,80,183,5,5,5,A,60,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,CF,68,52,75,78,65,66,66,65,69,67,58,72,50,75,75,82,82,80,80,76,81,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,Default,0,131,0,4318,25,0,0,0,1,1,1,1,0,0,EINTRACHT BRAUNSCHWEIG,20,
44092,MAURÍCIO,MAURICIO,マウリシオ,2,0,36,Brazil,R,89,192,5,5,5,A,57,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CB,53,69,77,69,70,68,69,68,71,76,53,69,50,76,66,70,75,85,72,85,80,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4356,25,0,0,0,1,1,1,1,0,0,SC OLHANENSE,5,
44093,N. PILOTO,N. PILOTO,ヌーノ ピロト,2,0,30,Portugal,R,73,178,4,5,5,A,53,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,AMF,71,57,69,70,70,68,74,71,76,69,73,72,50,80,75,72,72,70,82,75,73,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,1,Default,0,131,0,4520,28,0,0,0,1,1,1,1,0,0,SC OLHANENSE,6,
44097,YONTCHA,YONTCHA,ヨンチャ,2,0,29,Cameroon,R,78,182,5,5,4,A,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CF,72,39,67,82,69,64,71,72,66,67,61,78,50,78,67,79,77,85,78,83,83,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6,1,Default,0,131,0,4403,22,0,0,0,1,1,1,1,0,0,SC OLHANENSE,9,
44098,VERÍSSIMO,VERISSIMO,ヴェリッシモ,2,0,36,Portugal,R,80,173,5,4,4,A,201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,76,55,53,56,51,57,61,45,45,45,57,80,83,65,51,68,82,60,78,79,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4318,28,0,0,0,1,1,1,1,0,0,SC OLHANENSE,1,
44099,ANSELMO,ANSELMO,アンセウモ,2,0,31,Brazil,R,84,187,5,5,5,B,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,54,71,79,72,68,65,69,66,64,59,56,67,50,73,66,64,71,85,73,80,80,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,Default,0,131,0,4320,19,0,0,0,1,1,1,1,0,0,SC OLHANENSE,29,
44100,RUI DUARTE,RUI DUARTE,ルイ ドゥアルテ,2,0,34,Portugal,R,66,173,5,6,5,B,21,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,AMF,76,47,71,78,80,75,81,82,76,80,83,78,50,72,76,79,75,76,77,74,74,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4415,19,0,0,0,1,1,1,1,0,0,SC OLHANENSE,16,
44101,TOY,TOY,トイ,2,0,35,Cape Verde,L,72,176,5,7,7,A,102,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,LMF,75,48,68,82,75,71,77,78,78,70,67,76,50,78,69,84,83,80,78,78,76,71,79,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,6,1,Default,0,131,0,4506,20,0,0,0,1,1,1,1,0,0,SC OLHANENSE,20,
44104,OBLAK,OBLAK,オブラク,2,0,19,Slovenia,R,77,185,5,4,4,A,237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,80,55,56,58,55,63,65,45,45,45,56,82,85,70,53,70,83,59,81,82,72,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4517,21,0,0,0,1,1,1,1,0,0,RIO AVE FC,1,
44105,ISMAILY,ISMAILY,イスマイリー,2,0,21,Brazil,L,78,177,4,4,4,B,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,LB,71,54,68,80,68,64,78,78,72,76,75,76,50,71,84,82,78,74,76,79,76,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,Default,0,131,0,4441,19,0,0,0,1,1,1,1,0,0,SC BRAGA,2,
44106,ADILSON,ADILSON,アジウソン,2,0,30,Brazil,R,80,190,5,6,6,B,26,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,CF,70,31,70,83,69,66,73,71,74,70,65,78,50,69,78,81,80,81,72,80,75,68,66,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,1,1,Default,0,131,0,4435,19,0,0,0,1,1,1,1,0,0,CS MARÍTIMO,9,
44107,ANDRÉ MICAEL,ANDRE MICAEL,アンドレ ミカエウ,2,0,23,Portugal,R,80,187,4,5,5,A,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,56,72,71,75,67,68,69,67,59,64,58,70,50,68,67,69,72,82,71,77,76,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,Default,0,131,0,4382,28,0,0,0,1,1,1,1,0,0,SC OLHANENSE,3,
44108,BRACALI,BRACALI,ブラカーリ,2,0,31,Brazil,R,79,184,5,4,4,A,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,82,55,62,58,55,63,58,45,52,45,63,80,84,68,60,70,84,62,81,78,82,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4213,18,0,0,0,1,1,1,1,0,0,FC PORTO,31,
44111,JOÃO AURÉLIO,JOAO AURELIO,ジョアン アウレリオ,2,1267,24,Portugal,R,75,185,4,5,5,A,60,2,0,0,0,1,1,0,0,1,1,1,0,0,1,0,AMF,72,62,70,80,76,75,78,76,71,77,72,75,50,78,76,78,77,70,81,73,74,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,1,Default,0,131,0,4451,18,0,0,0,1,1,1,1,0,0,CD NACIONAL,2,
44112,BRUNO AMARO,BRUNO AMARO,ブルーノ アマロ,2,385,29,Portugal,R,77,181,5,5,5,A,4,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,CMF,71,68,76,75,75,72,79,80,78,80,82,75,50,77,76,77,74,75,80,83,80,78,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,1,Default,0,131,0,4527,23,0,0,0,1,1,1,1,0,0,VITÓRIA FC,37,
44115,CLAUDEMIR,CLAUDEMIR,クラウデミール,2,2782,28,Brazil,R,72,173,5,5,5,B,47,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,RB,70,68,69,80,73,75,81,83,72,79,81,81,50,78,70,78,75,78,78,78,79,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4212,22,0,0,0,1,1,1,1,0,0,CD NACIONAL,14,
44116,D. BARCELLOS,D. BARCELLOS,ジオゴ バルセロス,2,0,27,Brazil,R,67,172,5,5,5,B,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,AMF,72,64,76,76,73,66,75,70,75,69,63,73,50,81,83,81,78,68,80,73,75,73,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,4,1,Default,0,131,0,4392,26,0,0,0,1,1,1,1,0,0,CD NACIONAL,10,
44117,EDGAR,EDGAR,エジガル,2,0,25,Portugal,R,72,180,5,5,5,A,87,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,CF,69,58,69,78,70,66,73,72,71,67,64,75,50,75,78,83,81,78,82,78,73,68,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4372,25,0,0,0,1,1,1,1,0,0,CD NACIONAL,17,
44121,GILJEN,GILJEN,ジリャン,2,0,22,Montenegro,R,85,188,4,4,4,A,133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,74,55,50,50,52,50,51,45,45,45,53,80,84,71,46,65,82,54,78,74,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4538,23,0,0,0,1,1,1,1,0,0,CD NACIONAL,1,
44123,MIHELIČ,MIHELIC,ミヘリチュ,2,0,24,Slovenia,R,70,177,3,5,5,B,52,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,AMF,72,43,66,81,77,76,81,77,71,76,78,78,50,71,77,75,75,68,73,74,72,66,70,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4372,26,0,0,0,1,1,1,1,0,0,CD NACIONAL,7,
44124,ŠKOLNIK,SKOLNIK,シュコルニク,2,661,23,Croatia,L,73,181,4,4,4,B,192,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,LMF,70,56,70,76,76,75,82,81,75,80,81,74,50,72,75,80,75,69,77,78,71,69,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4449,23,0,0,0,1,1,1,1,0,0,CD NACIONAL,8,
44130,REAL,REAL,レアウ,2,0,29,Portugal,R,81,185,5,5,5,A,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,58,74,79,75,67,65,75,70,63,65,55,68,50,74,69,65,75,85,74,79,82,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,Default,0,131,0,4446,26,0,0,0,1,1,1,1,0,0,ACADÉMICA DE COIMBRA,13,
44131,MARINHO,MARINHO,マリーニョ,2,0,29,Portugal,R,62,166,5,6,6,A,29,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RWF,75,43,77,82,76,70,76,72,75,78,75,79,50,78,87,85,74,65,79,73,76,73,73,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,Default,0,131,0,4317,23,0,0,0,2,1,1,1,0,0,ACADÉMICA DE COIMBRA,20,
44133,BOLIVIA,BOLIVIA,ボリヴィア,2,0,26,Bolivia,R,71,181,4,5,5,A,48,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,SS,72,43,72,77,70,69,71,73,71,64,61,76,50,75,78,79,80,74,76,74,78,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,Default,0,131,0,4520,24,0,0,0,1,1,1,1,0,0,,7,BOLIVIA
44134,BRUNO JORGE,BRUNO JORGE,ブルーノ ジョルジュ,2,0,28,Portugal,R,82,196,4,4,4,A,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,70,55,55,56,56,57,58,45,45,45,56,78,81,66,56,68,81,56,79,75,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4539,22,0,0,0,1,1,1,1,0,0,SC BEIRA-MAR,1,
44135,CAMORA,CAMORA,カモーラ,2,0,25,Portugal,L,68,178,5,4,4,A,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,LB,66,64,67,76,73,65,78,76,66,64,73,75,50,71,79,76,75,67,81,71,75,64,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,Default,0,131,0,4227,20,0,0,0,1,1,1,1,0,0,CFR CLUJ,45,
44136,GOMIS,GOMIS,ケヴィン ゴミス,2,0,23,France,R,85,186,4,5,5,B,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,55,70,78,65,66,63,66,68,61,59,61,67,50,73,70,70,80,84,72,80,80,64,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,Default,0,131,0,4508,21,0,0,0,1,1,1,1,0,0,OGC NICE,5,
44142,BAIANO,BAIANO,バイアーノ,2,218,25,Brazil,R,69,177,5,5,5,B,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RB,69,59,68,75,68,69,72,75,66,68,61,73,50,67,78,77,76,68,82,72,67,68,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,Default,0,131,0,4534,26,0,0,0,1,1,1,1,0,0,SC BRAGA,15,
44145,CÁSSIO,CASSIO,カッシオ,2,0,32,Brazil,R,79,186,6,4,4,A,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,77,55,58,54,55,61,66,45,45,45,56,80,82,69,55,68,85,62,80,82,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,Default,0,131,0,4513,19,0,0,0,1,1,1,1,0,0,FC PAÇOS DE FERREIRA,1,
44148,ANUNCIAÇÃO,ANUNCIACAO,アヌンシアソン,2,895,33,Portugal,R,75,179,5,6,6,A,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,DMF,62,77,78,78,73,68,76,74,66,66,66,70,50,74,70,73,76,78,82,80,76,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4470,18,0,0,0,1,1,1,1,0,0,FC PAÇOS DE FERREIRA,96,
44151,ANTÓNIO FILIPE,ANTONIO FILIPE,アントニオ フィリペ,2,0,27,Portugal,R,84,187,4,4,4,A,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,75,55,54,55,52,58,56,45,45,45,58,76,81,68,52,65,84,57,78,78,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4451,25,0,0,0,1,1,1,1,0,0,FC PAÇOS DE FERREIRA,45,
44152,L. OLÍMPIO,L. OLIMPIO,レオネウ オリンピオ,2,0,30,Brazil,R,78,184,6,5,5,A,103,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,CMF,69,70,74,77,79,76,80,77,74,78,76,78,50,78,70,75,76,74,84,80,76,75,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,4,1,Default,0,131,0,4212,23,0,0,0,1,1,1,1,0,0,VITÓRIA SC,18,
